,Title,Link,Lyrics
28,love,https://www.lyrics.com//lyric/35602166/Imagine+Dragons/Love,"It's been a long time coming, coming
Seeming like we all been running, running
Feeling like the wild west, gunning, gunning
Listen to our elders shunning, shunning
Flipping on the news, be talking, talking
All about the problems, shocking, shocking
We put on our headphones walking, walking
We put on our headphones

Where did we all go wrong?
Love, love, love, love
Lo-lo-lo-love, love, love
Lo-lo-lo-love, love, love
Lo-lo-lo-love, love, love
Where did we all, where did we all go wrong?

All we see is faces, color, color
All the other races, other, other
Why can’t you just be my brother, brother?
We don't have to kill one another, kill one another
All around the world, we are one, we are one
All around the world, we are one

So where did we all go wrong?
Love, love, love, love
Lo-lo-lo-love, love, love
Lo-lo-lo-love, love, love
Lo-lo-lo-love, love, love
Where did we all, where did we all go wrong?
Love, love, love, love (as darkness will throw the dawn)
Lo-lo-lo-love, love, love (love is our only hope)
Lo-lo-lo-love, love, love
Lo-lo-lo-love, love, love
Where did we all, where did we all go wrong?

'Cause we got the same blood, blood
We got the same blood, blood
But will it be enough, 'nuff?
Will it be enough?
We got the same heartbeat
We’re living for the same dreams
We got the same bloodstream
Where did we all go wrong? (Oh, woo)

Where did we all, where did we all go wrong?
Love, love, love, love (as darkness will throw the dawn)
Lo-lo-lo-love, love, love (love is our only hope)
Lo-lo-lo-love, love, love, oh
Lo-lo-lo-love, love, love

Where did we all, where did we all go wrong?
Where did we all, where did we all?
Where did we all, where did we all? (Oh)
Where did we all, where did we all?
Where did we all, where did we all go wrong?
Love, love, love (where did we all, where did we all?)
Lo-lo-lo-love, love, love (where did we all, where did we all?)
Lo-lo-lo-love, love, love (where did we all, where did we all?)"
29,burn out,https://www.lyrics.com//lyric/35744510/Imagine+Dragons/Burn+Out,"Patience only gets you so far
Blood will get you further
Pain will only make your heart hard
Tossed in fury's weather
Innocence is beautiful to see
Won't you box it up for me?
For me

Oh, give me strength, and give me peace
Does anyone out there watching hear me?

It's just another damn part, don't let it get the best of you
It's only up from the floor, light everything inside of you
Don't burn out, don't burn out on me
Don't burn out, don't burn out on me

Sadness is my enemy
I fear time will age him gently
Walking by my side for all these years
Seems that we've grown friendly
Happiness is beautiful to see
Won't you box it up for me?
For me

Oh, give me strength, and give me peace
Does anyone out there watching hear me?

It's just another damn part, don't let it get the best of you
It's only up from the floor, light everything inside of you
Don't burn out, don't burn out on me
Don't burn out, don't burn out on me

It's just another damn part
It's just another damn part
I won't give up
I, I won't give up
I, I won't give up
I, I won't

It's just another damn part, don't let it get the best of you
It's only up from the floor, light everything inside of you
I don't wanna let you go, I don't wanna let you go
Don't burn out, don't burn out on me
I don't wanna let you go, I don't wanna let you go
Don't burn out, don't burn out on me"
30,real life,https://www.lyrics.com//lyric/35744509/Imagine+Dragons/Real+Life,"She says that the world is a broken mess
And it's always on her mind
She cries at the news when the shots ring out
Every single time

And no, I cannot fix it, no, I cannot make it stop

So I said, ""Turn your phone off, only look me in my eyes
Can we live that real life, real life?""
Oh, hey, ""Turn your phone off, only look me in my eyes
Can we live, yeah, real life, real life?""

Prays on her knees as the towers fold
To a God she does not know
She's begging him to stop the mess
As the Boston bombs blow (ooh)
She said, ""How could I ever believe in something
That would step aside and watch?""
And I got no words to say 'cause I think I lost my faith
But I thank you for the day when everything will be okay

But no, I cannot fix it, and I cannot make it stop

So I said, ""Turn your phone off, only look me in my eyes
Can we live that real life, real life?""
Oh, hey, ""Turn your phone off, only look me in my eyes
Can we live, yeah, real life, real life?""

I wish I had the answers
Something you could hold too
Only thing that's real to me is
You

""Turn your phone off, only look me in my eyes
Can we live that real life, real life?""
Oh, hey, ""Turn your phone off, only look me in my eyes
Can we live, yeah, real life, real life?""

Oh, hey (real life, hey)
Real life, real life
Oh, hey
Real life, real life
Oh, hey"
31,i don't know why,https://www.lyrics.com//lyric/34050920/Imagine+Dragons/I+Don%27t+Know+Why,"We could be strangers in the night
We could be passing in the shadows
We couldn't be closer if we tried
When we're caught in the headlights
We could be faces in the crowd
We could be passing in the shadows
Upping the risk of being found
When we're caught in the headlights

Dangerous
Your love is always dangerous
And now I'm lost in us
We're livin' in a lying trust

I don't know why, but I guess it's got something to do with you
To do with you
I don't know why, but I guess it's got something to do with you
To do with you

I was a faking alibi
Trading the truth in for a lie, oh
We were the essence of desire
And we're caught in the headlights

Dangerous
Your love is always dangerous
And now I'm lost in us
We're livin' in a lying trust

I don't know why, but I guess it's got something to do with you
To do with you
I don't know why, but I guess it's got something to do with you
To do with you (I don't know why)
I don't know why, but I guess it's got something to do with you (I don't know)
To do with you (I don't know why)
I don't know why, but I guess it's got something to do with you
To do with you

That you love me
Tell me that you love me
Tell me that you love me
Tell me that you love me
Tell me that you love me (dangerous)
Tell me that you love me
Tell me that you love me (your love is always dangerous)
Tell me that you love me

I don't know why
I don't know why, but I guess it's got something to do with you (I don't know)
To do with you (I don't know why)
I don't know why, but I guess it's got something to do with you (do with, do with, do with)
To do with you (I don't know why)
I don't know why, but I guess it's got something to do with you (I don't know)
To do with you (I don't know why)
I don't know why, but I guess it's got something to do with you
To do with you"
32,walking the wire,https://www.lyrics.com//lyric/34110048/Imagine+Dragons/Walking+the+Wire,"Do you feel the same when I'm away from you?
Do you know the line that I'd walk for you?
We could turn around, or we could give it up
But we'll take what comes, take what comes
Oh, the storm is raging against us now
If you're afraid of falling, then don't look down
But we took the step, and we took the leap
And we'll take what comes, take what comes

Feel the wind in your hair
Feel the rush way up here

We're walking the wire, love
We're walking the wire, love
We're gonna be higher, up
We're walking the wire, wire, wire

There's nights we had that just walk away
And there's tears we'll cry, but those tears will fade
It's the price we pay when it comes to love
And we'll take what comes, take what comes

Feel the wind in your hair
Feel the rush way up here

We're walking the wire, love
We're walking the wire, love
We're gonna be higher, up
We're walking the wire, wire, wire

So look out down below
Look out down below
Look out down below
Walking the wire, wire, wire
So look out down below

Oh, I'll take your hand when thunder roars
And I'll hold you close, I'll stay the course
I promise you from up above
That we'll take what comes, take what comes, love

We're walking the wire, love
We're walking the wire, love
We're gonna be higher, up
We're walking the wire, wire, wire

So look out down below
Look out down below
Look out down below
Walking the wire, wire, wire
So look out down below

We're walking the wire
We're walking the wire
We're walking the wire, wire, wire"
33,rise up,https://www.lyrics.com//lyric/35449218/Imagine+Dragons/Rise+Up,"I was hoping for an indication
I was seeking higher elevation
Ay, ay, ay
Ay, ay, ay
I've been shaken wakin' in the night light
I've been breakin' hiding from the spotlight
Ay, ay, ay
Ay, ay, ay

The more I stray the less I fear
And the more I reach the more I fade away
The darkness right in front of me
Oh it's calling out and I won't walk away

I would always open up the door
Always looking up at higher floors
Want to see it all give me more (rise, rise up)
I was always up for the making changes
Walking down the street and meeting strangers
Flipping through my life turning pages (rise, rise up)

Like a prayer that only needs a reason
Like a hunter waiting for the season
Ay, ay, ay
Ay, ay, ay
I was there but I was always leaving
I believe it, that I was never breathing
Ay, ay, ay
Ay, ay, ay

The more I stray the less I fear
And the more I reach the more I fade away
The darkness right in front of me
Oh it's calling out and I won't walk away

I would always open up the door
Always looking up at higher floors
Want to see it all give me more (rise, rise up)
I was always up for the making changes
Walking down the street and meeting strangers
Flipping through my life, turning pages (rise, rise up)

I'm bursting like the 4th of July 
So color me and blow me away
I'm broken in the prime of my life 
So embrace it and leave me to stray

I would always open up the door
Always looking up at higher floors
Want to see it all give me more (rise, rise up)
I was always up for the making changes
Walking down the street and meeting strangers
Flipping through my life turning pages (rise, rise up)

I would always open up the door
Always looking up at higher floors
Want to see it all give me more (rise, rise up)
I was always up for the making changes
Walking down the street and meeting strangers
Flipping through my life turning pages (rise, rise up)"
34,i'll make it up to you,https://www.lyrics.com//lyric/34050915/Imagine+Dragons/I%27ll+Make+It+Up+to+You,"Took your heart, took your hand
Promised you all that I had
Hoping that you understand
I'm far from a perfect man

'Cause honey it's been a hard year
It seems like we're going nowhere
You're crying inside your bedroom
Baby I know it's not fair

Lay with me, for one more night
I promise you, I'll make it right

I'll make it up to you (you, you)
Every night, I'll make it up to you (you, you)
Every night, I'll make it up to you

I know you don't understand 
the vices that follow a man
And in your eyes I can see
the places that you'd rather be

Cause honey it's been a hard year
It seems like we're going nowhere
You're crying inside your bedroom
Baby I know it's not fair

I'll make it up to you (you, you)
Every night, I'll make it up to you (you, you)
Every night, I'll make it up to you

In my darkest hour, in the dead of the night I'll make it up to you
Your hands are mine, I'll make it up to you
Promises are nothing more than fleeting thoughts
But you, you are my life babe

I'll make it up to you (every night)
I'll make it up to you
Every night, I'll make it up to you (you, you)
Every night, I'll make it up to you (you, you)
Every night, I'll make it up to you (you, you)
Every night, I'll make it up to you"
35,yesterday,https://www.lyrics.com//lyric/35449223/Imagine+Dragons/Yesterday,"Here's to my future
Here's to my yesterday
Here's to change
Oh, here's to my yesterday
No tomorrow without a yesterday
Here's to my future
Goodbye to yesterday

All these years I've been searching
Of who I'm supposed to be
All that time I've been wasting
It was right in front of me

Oh, it's a crooked old tradition
I am asking for
But in the all this trouble I've met
I haven't got one single regret, no

Here's to my future
Here's to my yesterday
Here's to change
Oh, here's to my yesterday
No tomorrow without a yesterday
Here's to my future
Goodbye to yesterday
Yesterday

Oh, I'm a hopeless crash collision
Because I'm a hostage to my bride
I'm my own volition
I've been a saint, I've been the truth, I've been the lie

Oh, it's a crooked old tradition
I am asking for 
But in the all this trouble I've met
I haven't got one single regret, no

Here's to my future
Here's to my yesterday
Here's to change
Oh, here's to my yesterday
No tomorrow without a yesterday
Here's to my future
Goodbye to yesterday
Yesterday

A new day you can go, you can do anything you wanna
It's your place, wing low, go high
Anywhere you wanna
You can reach for the moon
Anywhere your dreams can take you
Go astray, fade away
Just leave it to

Here's to my future
Here's to my yesterday
Here's to change
Oh, here's to my yesterday
No tomorrow without a yesterday
Here's to my future
Goodbye to yesterday
Yesterday"
36,mouth of the river,https://www.lyrics.com//lyric/35449222/Imagine+Dragons/Mouth+of+the+River,"On the mouth of the river
On the mouth of the river
Oh the mouth of the river

I want to live a life like that
Live the life of the faithful one
Wanna bow to the floor
With everybody else want to be someone
I want to make some love
I don't want no enemies
It's the curse of a man
Always living life, living live, living just to please

On the mouth of the river
And the wrath of the giver
With the hands of a sinner
On the mouth of the river (woah)
On the mouth of the river (woah)
And the wrath of the giver (woah)
With the hands of a sinner (woah)
On the mouth of the river

Oh I'm alkaline
I'm always keeping the basics
I'm overboard
I'm self-destructive and self-important
And I'm anxious
Oh I'm self-assured
I'm nervous and I'm pacing, oh I'm pacing

On the mouth of the river
And the wrath of the giver
With the hands of a sinner
On the mouth of the river (woah)
On the mouth of the river (woah)
And the wrath of the giver (woah)
With the hands of a sinner (woah)
On the mouth of the river

On the mouth of the river
On the mouth of the river

And I am going under
Oh I am going under
I am going under
Oh I am going under
I am going under
Oh I

On the mouth of the river
And the wrath of the giver
With the hands of a sinner
On the mouth of the river (woah)
On the mouth of the river (woah)
And the wrath of the giver (woah)
With the hands of a sinner (woah)
On the mouth of the river

On the mouth of the river
On the mouth of the river"
37,start over,https://www.lyrics.com//lyric/35449220/Imagine+Dragons/Start+Over,"Clenched teeth, no words
All this distance taking is a toll
Speaking volumes
Silence screaming over your words

I never did you right, I know that
Too many sleepless nights, I own that
I said it time and time, I know that
I want to try again

Can we start over?
Can we start over?
Can we start over?
Before it's over, over

Cold nights, cold sheets
One more lonely empty hotel room
What I'd give to
Find my way back into you

I never did you right, and I know that
Too many sleepless nights, I own that
I said it time and time, I know that
I want to try again

Can we start over?
Can we start over?
Can we start over?
Before it's over, over

Can we start over?
Can we get closer?
Can we start over?
Before it's over, over

Come alive, come alive, come alive again
Come alive, come alive, come alive again
Come alive, come alive, come alive again
Come alive, come alive, come alive again

Can we start, can we start over?
Can we start over?
Can we start over?
Before it's over, over

Can we start over? (Come alive, come alive, come alive again)
Can we get closer? (Come alive, come alive, come alive again)
Can we start over? (Come alive, come alive, come alive again)
Before it's over, over (come alive, come alive, come alive again)"
38,dancing in the dark,https://www.lyrics.com//lyric/35449219/Imagine+Dragons/Dancing+in+the+Dark,"Don't throw my name 'round here like that
You could get us in some trouble
Talking that way and
Monday you got me that's a fact
You could get me in some trouble
Talking that way and
I don't need nobody

If you ever want to join me, baby 
I'll be dancing in the dark
If you ever want to join me, baby 
I'll be dancing in the dark

Dancing in the
Join me
Dancing in the
Join me baby
Dancing in the
Join me baby

Most days I'm keeping to myself
Living in my little bubble
Throwing my weight and moving my body through the sea
You could come join me
Moving like the weekend
I don't need nobody

If you ever want to join me, baby 
I'll be dancing in the dark
If you ever want to join me, baby
I'll be dancing in the dark

Dancing in the
Join me
Dancing in the
Join me baby
Dancing in the
Join me baby
Dancing in the
Join me baby

If you ever want to join me, baby
I'll be dancing in the dark
Dancing in the
Join me baby

If you ever want to join me baby 
I'll be dancing in the dark
(Baby) Dancing in the (baby)"
39,round and round,https://www.lyrics.com//lyric/28871369/Imagine+Dragons/Round+and+Round,"We are all living the same way
We are escaping the same way
Circling
We are a part of the same play
We think we're making our own way
Circling

You don’t have to hold your head up high

Round and round
I won’t run away this time
Till you show me what this life is for
Round and round
I’m not gonna let you change my mind
Till you show me what this life is for

We are afflicted by fiction
Building a case for eviction
Circling
Guarding a tower of ancients
Shooting down arrows of patience
And patiently circling

You don’t have to hold your head up high

Round and round
I won’t run away this time
Till you show me what this life is for
Round and round
I’m not gonna let you change my mind
Till you show me what this life is for

All the emptiness inside you
Is hard enough to fill
Without a sense of purpose
We're setting up to fail
You don’t have to make it right
Just hold your head up high

Round and round
I won’t run away this time
Till you show me what this life is for
Round and round
I’m not gonna let you change my mind
Till you show me what this life is for"
40,my fault,https://www.lyrics.com//lyric/34718544/Imagine+Dragons/My+Fault,"I took a walk on a Saturday night,
Fog in the air,
Just to make my mind seem clear
Where do I go from here?
I see my breath pushing steam through the air,
Shaking hands run through my hair,
My fears, where do I go from here?

Is it my fault, is it my fault?
We've been missing each other,
We've been missing each other.
My fault, is it my fault?
We've been missing each other,
We've been missing each other.

Walking down to the waters edge,
Asking why I'm here instead of home,
Now I stand alone.
I stop to stare at the ocean side
I'm breathing in just to feel it's side
With his
Like you were here with me.

Is it my fault, is it my fault?
We've been missing each other,
We've been missing each other.
My fault, is it my fault?
We've been missing each other,
We've been missing each other.

Oh it's on the wall, it's loud,
It's in the brightest light,
It's when the world is moving.
Oh it's in the faintest cry,
It's in the lovers' eye,
It's when I need you most,
And don't you know,

Is it my fault, is it my fault?
We've been missing each other,
We've been missing each other.
My fault, is it my fault?
We've been missing each other,
We've been missing each other.

Is it my fault, is it my fault?
We've been missing each other,
We've been missing each other.
My fault, is it my fault?
We've been missing each other,
We've been missing each other."
41,tiptoe,https://www.lyrics.com//lyric/36348414/Imagine+Dragons/Tiptoe,"In the morning light let my roots take flight
Watch me from above like a vicious dove
They don't see me come, who can blame them?
They never seem to catch my eye but I never wondered why

I won't fall asleep
I won't fall asleep

Hey yeah, don't let 'em know we're coming
Hey yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey yeah, tiptoe higher

From your slanted view see the morning dew
Sink into the soil, watch the water boil
They won't see me run, who can blame them?
They never look to see me fly, so I never have to lie

I won't fall asleep
I won't fall asleep

Hey yeah, don't let 'em know we're coming
Hey yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey yeah, tiptoe higher

Nobody else, nobody else
Nobody else can take me higher
Nobody else can take me higher
Nobody else can take me higher
Nobody else

Hey yeah, don't let 'em know we're coming
Hey yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey yeah, tiptoe higher

Hey yeah, don't let 'em know we're coming
Hey yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey yeah, tiptoe higher"
42,amsterdam,https://www.lyrics.com//lyric/36348410/Imagine+Dragons/Amsterdam,"I'm sorry, mother I'm sorry, I let you down
Well, these days I'm fine
No these days I tend to lie
I'll take the West train, just by the side of Amsterdam
Just by my left brain, just by the side of the Tin man

I'm sorry, brother I'm sorry, I let cha down
Well, these days you're fine
No these days you tend to lie
You'll take the West train, just by the side of Amsterdam
Just by your left brain, just by the side of the Tin man

Your time will come if you wait for it, if you wait for it
It's hard, believe me I've tried
But I keep coming up short

I'm sorry, lover You're sorry, I bring you down
Well, these days I try and these days I tend to lie
Kinda thought I was a mystery and then I thought I wasn't meant to be
You said yourself fantastically, ""Congratulations you were all alone""

Your time will come if you wait for it, if you wait for it
It's hard, believe me I've tried
Your time will come if you wait for it, if you wait for it
It's hard, believe me I've tried

But the rain won't fall for the both of us
The sun won't shine on the both of us
Believe me when I say, that I wouldn't have it any other way

Your time will come if you wait for it, if you wait for it
It's hard, believe me I've tried
But I won't wait much longer 'cause these walls they're crashing down
And I won't wait much longer 'cause these walls they're crashing down
And I keep coming up short"
43,every night,https://www.lyrics.com//lyric/36348408/Imagine+Dragons/Every+Night,"I'm coming home to you
Every night every night every night every night

I'm the colorless sunrise
That's never good enough
I'm the wind that's in your head
It ruffles you up
You could find the reason
You could let me know
I won't blame you
I'll just turn and go

I'm coming home to you
Every night every night every night every night
I'm coming home to you
Every night every night every night every night

My mind is made up
My feelings changed and
I'm coming home to you
Every night every night every night every night

Searching to find myself
And all I find is you
I could hardly stand myself
So what am I to you?
You could find a reason
You could let me know
I won't blame you
I just didn't go

I'm coming home to you
Every night every night every night every night
Coming home to you
Every night every night every night every night

My mind is made up
My feelings changed and
I'm coming home to you
Every night every night every night every night

No matter, no matter
No matter what we're facing
It don't matter, it don't matter
'Cause the reason that I'm here
Is the same through all these years
Not changing, not changing anything at all

I'm coming home to you (I'm coming home)
Every night every night every night every night
Coming home to you (I'm coming home)
Every night every night every night every night

My mind is made up
My feelings changed and
I'm coming home to you (I'm coming home)
Every night every night every night every night"
44,bleeding out,https://www.lyrics.com//lyric/36348407/Imagine+Dragons/Bleeding+Out,"I'm bleeding out
Said if the last thing that I do
Is to bring you down
I'll bleed out for you
So I bear my skin
And I count my sins
And I close my eyes
And I take it in
And I'm bleeding out
I'm bleeding out for you (for you)

When the day has come
But I've lost my way around
And the seasons stop and hide beneath the ground
When the sky turns gray
And everything is screaming
I will reach inside
Just to find my heart is beating

You tell me to hold on
Oh you tell me to hold on
But innocence is gone
And what was right is wrong

'Cause I'm bleeding out
Said if the last thing that I do
Is to bring you down
I'll bleed out for you
So I bear my skin
And I count my sins
And I close my eyes
And I take it in
And I'm bleeding out
I'm bleeding out for you (for you)

When the hour is nigh
And hopelessness is sinking in
And the wolves all cry
To feel they're not worth hollering
When your eyes are red
And emptiness is all you know
With the darkness fed
I will be your scarecrow

You tell me to hold on
Oh you tell me to hold on
But innocence is gone
And what was right is wrong

'Cause I'm bleeding out
Said if the last thing that I do
Is to bring you down
I'll bleed out for you
So I bear my skin
And I count my sins
And I close my eyes
And I take it in
And I'm bleeding out
I'm bleeding out for you (for you)

I'm bleeding out for you (for you)
I'm bleeding out for you (for you)
I'm bleeding out for you (for you)
I'm bleeding out for you

'Cause I'm bleeding out
Said if the last thing that I do
Is to bring you down
I'll bleed out for you
So I bear my skin
And I count my sins
And I close my eyes
And I take it in
And I'm bleeding out
I'm bleeding out for you (for you)"
45,shots,https://www.lyrics.com//lyric/32059929/Imagine+Dragons/Shots,"I'm sorry for everything
Oh everything I've done

Am I out of touch?
Am I out of my place?
When I keep saying that I'm looking for an empty space
Oh I'm wishing you're here
But I'm wishing you're gone
I can't have you and I'm only gonna do you wrong

Oh I'm going to mess this up
Oh this is just my luck
Over and over and over again

I'm sorry for everything
Oh everything I've done
From the second that I was born
It seems I had a loaded gun
And then I shot, shot, shot a hole through
Everything I loved
Oh I shot, shot, shot a hole through every single
Thing that I loved

Am I out of luck?
Am I waiting to break?
When I keep saying that I'm looking for a
Way to escape
Oh I'm wishing I had what I'd taken for granted
I can't help you when I'm only gonna do
You wrong

Oh I'm going to mess this up
Oh this is just my luck
Over and over and over again

I'm sorry for everything
Oh everything I've done
From the second that I was born
It seems I had a loaded gun
And then I shot, shot, shot a hole through
Everything I loved
Oh I shot, shot, shot a hole through every single
Thing that I loved

In the meantime, let it go
At the roadside
We used to know
We can let this drift away
Oh we let this drift away
At the bay side
Used to show
In the moonlight
Let it go
We can let this drift away
Oh we let this drift away

And there's always time to change your mind
Oh there's always time to change your mind
Oh love, can you hear me
Oh let it drift away

I'm sorry for everything
Oh everything I've done
From the second that I was born
It seems I had a loaded gun
And then I shot, shot, shot a hole through
Everything I loved
Oh I shot, shot, shot a hole through every single
Thing that I loved

In the meantime, let it go
At the roadside
We used to know
We can let this drift away
Oh we let this drift away
At the bay side
Used to show
In the moonlight
Let it go
We can let this drift away
Oh we let this drift away

And there's always time to change your mind
Oh there's always time to change your mind
Oh love, can you hear me
Oh let it drift away"
46,gold,https://www.lyrics.com//lyric/31683968/Imagine+Dragons/Gold,"First comes the blessing of all that you've dreamed
But then comes the curses of diamonds and rings
Only at first did it have its appeal
But now you can't tell the false from the real
Who can you trust?
(Who can you trust)

When everything, everything, everything you touch turns to gold, gold, gold
When everything, everything, everything you touch turns to gold, gold
(Ooh, gold, woah
Ooh, gold, woah
Ooh, gold, woah
Ooh, gold, woah)

Statues and empires are all at your hands,
Water to wine and the finest of sands
When all that you have's turnin' stale and its cold,
Oh you'll no longer fear when your heart's turned to gold
Who can you trust
(Who can you trust)

When everything, everything, everything you touch turns to gold, gold, gold
When everything, everything, everything you touch turns to gold, gold
(Ooh, gold, woah
Ooh, gold, woah
Ooh, gold, woah
Ooh, gold, woah)

I'm dying to feel again,
Oh anything at all,
But oh I feel nothin', nothin', nothin', nothin' at all

When everything, everything, everything you touch turns to gold, gold, gold
When everything, everything, everything you touch turns to gold, gold
(Ooh, gold, woah
Ooh, gold, woah
Ooh, gold, woah
Ooh, gold, woah)"
47,smoke and mirrors,https://www.lyrics.com//lyric/31683967/Imagine+Dragons/Smoke+and+Mirrors,"This is my word, this is my way
Show me a sign, sweep me away
This is my word heart breaker, gatekeeper
I'm feeling far away, I'm feeling right there
Deep in my heart, deep in my mind
Take me away, take me away
This is my word dream maker, life taker

All I believe, Is it a dream?
That comes crashing down on me?
All that I own
Is it just smoke and mirrors?
I want to believe
But all that I own
Is it just smoke and mirrors?

All that I've known, buildings of stone
Fall to the ground without a sound
This is my word heart breaker, gatekeeper
I'm feeling far away, I'm feeling right there
I'm starting to cave, I'm losing my flame
I wanted your truth, but I wanted the pain
Disappear dream maker, life taker

All I believe, Is it a dream?
That comes crashing down on me?
All that I own
Is it just smoke and mirrors?
I want to believe
But all that I own
Is it just smoke and mirrors?

I want to believe

All I believe, Is it a dream?
That comes crashing down on me?
All that I own
Is it just smoke and mirrors?
I want to believe
But all that I own
Is it just smoke and mirrors?"
48,i’m so sorry,https://www.lyrics.com//lyric/33177275/Imagine+Dragons/I%E2%80%99m+So+Sorry,"About time for anyone telling you off for all your deeds
No sign the roaring thunder stopped in cold to read
No time
Get mine and make no excuses waste of precious breath
No time
The sun shines on everyone, everyone love yourself to death

So you gotta fire up, you gotta let go
You'll never be loved till you've made your own
You gotta face up, you gotta get yours
You never know the top till you get too low

A son of a stepfather
A son of a
I'm so sorry
A son of a stepfather
A son of a
I'm so sorry

No lies and no deceiving, that is what he loves
I keep tryin' to conceive that death is from above
No time
I get by and make no excuses waste of precious breath
No time
The sun shines on everyone, everyone love yourself to death

So you gotta fire up, you gotta let go
You'll never be loved till you've made your own
You gotta face up, you gotta get yours
You never know the top till you get too low

A son of a stepfather
A son of a
I'm so sorry
A son of a stepfather
A son of a
I'm so sorry

Life isn't always what you think it'd be
Turn your head for one second and the tables turn
And I know, I know that I did you wrong
But will you trust me when I say that I'll
Make it up to you somehow, somehow

So you gotta fire up, you gotta let go
You'll never be loved till you've made your own
You gotta face up, you gotta get yours
You never know the top till you get too low

A son of a stepfather
A son of a
I'm so sorry
A son of a stepfather
A son of a
I'm so sorry
I'm so sorry
I'm so sorry
I'm so sorry
A son of"
49,polaroid,https://www.lyrics.com//lyric/33177273/Imagine+Dragons/Polaroid,"I'm a reckless mistake
I'm a cold night's intake
I'm a one night too long
I'm a come on too strong

All my life I've been living in the fast lane
Can't slow down
I'm a rollin' freight train
One more time
Gotta start all over
Can't slow down
I'm a lone red rover

I'm a hold my cards close
I'm a wreck what I love most
I'm a first class let down
I'm a shut up sit down

I am a head case
I am the color of boom
That's never arriving
At you are the pay raise
Always a touch out of view
And I am the color of boom

All my life I've been living in the fast lane
Can't slow down
I'm a rollin' freight train
One more time
Gotta start all over
Can't slow down
I'm a lone red rover

Oh
How did it come to this
Oh
Love is a polaroid
Better in picture
But never can fill the void

I'm a midnight talker
Oh I'm an alley walker
I'm a day late two face
I'm a burn out quick pace

I am a head case
I am the color of boom
That's never arriving
At you are the opera
Always on time and in tune
And I am the color of boom

All my life I've been living in the fast lane
Can't slow down
I'm a rollin' freight train
One more time
Gotta start all over
Can't slow down
I'm a lone red rover

Oh
How did it come to this
Oh
Love is a polaroid
Better in picture (oh)
But never can fill the void (oh)

I’m gonna get ready
For the rain to pour heavy
Oh, let it fall, fall
Let it fall upon my head

All my life I've been living in the fast lane
Can't slow down
I'm a rollin' freight train
One more time
Gotta start all over
Can't slow down
I'm a lone red rover

Oh
How did it come to this
Oh
Love is a polaroid (oh)
Better in picture (oh)
But never can fill the void (oh)
Love is a polaroid (oh)
Love is a polaroid (oh, oh, oh, oh)
Love is a polaroid (oh, oh, oh, oh)
Love is a polaroid"
50,friction,https://www.lyrics.com//lyric/32322043/Imagine+Dragons/Friction,"Get down with the victim
We both know you need them
You're stuck in the middle
Of all irrelevance
And your heart is beating
'Cause you know that you gotta
Get out of the middle
And rise to the top now

When you've made it
Won't ya tell me what to do
'Cause I'm playin' it all wrong
When you made it, when you made it
Won't ya tell me what to do
'Cause I'm playin' it all wrong

You can't fight the friction
So ease it off
Can't take the pressure
So ease it off
Don't tell me to be strong
Ease it off
You can't fight the friction
So ease it off

And get into the system
We both know you need one
The tip of the needle
Is taking over you
And your heart is beating

'Cause you know that you gotta
Get out of the middle
And rise to the top now

When you've made it
Won't ya tell me what to do
'Cause I'm playin' it all wrong
When you made it, when you made it
Won't ya tell me what to do
'Cause I'm playin' it all wrong

You can't fight the friction
So ease it off
Can't take the pressure
So ease it off
Don't tell me to be strong
Ease it off
You can't fight the friction
So ease it off

Oh why can't you let go
Like a bird in the snow
This is no place to build your home

You can't fight the friction
So ease it off
Can't take the pressure
So ease it off
Don't tell me to be strong
Ease it off
You can't fight the friction
So yeah, yeah, yeah
Yeah"
51,it comes back to you,https://www.lyrics.com//lyric/32322042/Imagine+Dragons/It+Comes+Back+to+You,"4 A.M. beside myself
And what I think of mental health
All the things that worry me
All the things you don't believe
I've been told just what to do
Where to look and point my view
All the things that I could be
I think I learned in therapy
Am I just a shadow you drew?

It comes back to you, it comes back to you
All the things that you had lost will find their way to you
It comes back to you, it comes back to you
Looking back into the past and I can see it through
(Tu lu tu tu tu du tu du tu tu)
It comes to back you oh oh
It comes to back you oh oh
It comes to back you oh oh
It comes back to you

Mocking birds and diamond rings
Oh I have thought of greater things
All the things that fly by me
All the lives that I could lead
Maybe I was born for that
Or maybe I was first to last
You could call it cowardliness
But leave me to my studied bliss
Am I just a shadow you drew?

It comes back to you, it comes back to you
All the things that you had lost will find their way to you
It comes back to you, it comes back to you
Looking back into the past and I can see it through
(Tu lu tu tu tu du tu du tu tu)
It comes to back you oh oh
It comes to back you oh oh
It comes to back you oh oh
It comes to back you"
